,adding a panel.txt,adding panel using javascript.txt,bookmarks links.txt,bookmarks manager.txt,character style printing.txt,CSS2 page printing.txt,cursor icon.txt,customizing panels.txt,Default Panels.txt,default width.txt,deleting a panel.txt,deleting all panels.txt,dragging a folder from the desktop.txt,dragging a helper-application file from the desktop.txt,dragging a large image (stress).txt,dragging a text file from the desktop.txt,dragging an image onto the desktop.txt,dragging content to a dialog.txt,dragging from manage bookmarks menu to personal toolbar.txt,dragging from the Find File window.txt,dragging image files from the desktop.txt,dragging images across browser windows.txt,dragging into a frame-set page.txt,dragging into an editor window.txt,dragging invalid items from the desktop.txt,dragging items from the Bookmark Manager.txt,dragging items to the Bookmark Manager.txt,dragging onto the application icon.txt,dragging shortcuts from the desktop.txt,dragging the proxy icon on to the Desktop.txt,dragging the proxy icon.txt,dragging URL to an AIM window.txt,dragging URLs across browser windows.txt,dragging URLs onto the desktop.txt,header_footer printing.txt,HTML 4.0 page printing.txt,listing available local panels.txt,listing available remote panels.txt,maximum width.txt,mouse over panels.txt,Mozillazine result page printing.txt,non-default width.txt,offline printing.txt,open-close of sidebar.txt,order and panel list saving.txt,page setup (Mac only).txt,panel title.txt,paragraph style printing.txt,portrait and landscape settings.txt,previewing panels before addition.txt,print preview.txt,printing frames.txt,printing HTML widgets.txt,printing images.txt,printing large pages.txt,printing lists.txt,printing page source.txt,printing pages in different formats.txt,printing pages with alignment.txt,printing pages with indentation.txt,printing range.txt,printing web pages.txt,reading a panel.txt,reordering panels.txt,table printing.txt,unselecting panel.txt,verifying that nothing changes when you cancel.txt,What's Related links.txt,What's Related lists.txt,XML test page.txt
dragging the proxy icon.txt,0.1099944627014845,0.15319657087175143,0.11620701856454752,0.1563543267232138,0.12444116689071016,0.18059256248409794,0.147157755243833,0.10839446487109161,0.10353809046661666,0.13578282117368434,0.10989353540165736,0.1115455809294642,0.08679108522206014,0.10051096208464183,0.08080671926982508,0.1064452236246235,0.14994026922882375,0.11580366924313323,0.09057852180752168,0.058989691709768755,0.10047081712610395,0.049156504138109236,0.10235932199706377,0.06021436519392542,0.0895104102807881,0.10501236207461195,0.11700198923497851,0.0986974705121878,0.09101288744234137,0.02976712929395231,0.0,0.0990179634067585,0.033447596512351185,0.057760006248186335,0.15139038251518777,0.14434413210724828,0.10977937817230432,0.1821727980062604,0.17296117251298793,0.17555968324874338,0.1621641994952966,0.07947691099795728,0.15575937723283595,0.11125936922839974,0.11542011301494715,0.14407800644405966,0.13888617686463078,0.13032035071828496,0.16465392420269165,0.1430873678217346,0.15853487983617154,0.13074299975369696,0.13449884486876174,0.19174155048640207,0.10631241568155869,0.13549608672590507,0.10673740840590129,0.152833020581994,0.15056842052773667,0.14675261650172344,0.14636634375517832,0.13570101133598156,0.10459984542460221,0.0964494105875281,0.1336779234117822,0.22202866317300207,0.10600894604450395,0.08936623266344124,0.13924431324056163,0.13212089529725835
dragging URL to an AIM window.txt,0.13941945161835378,0.19273792256282896,0.15082033703692344,0.14790245745494035,0.11429070611103309,0.2043645144063828,0.1389884992265379,0.13040888161225084,0.10924265565084168,0.16615135972440853,0.12407034029500119,0.12647623734095337,0.15477281285071653,0.12609496772016904,0.15619396524361584,0.17466645974092143,0.18166708354180827,0.11608826344453926,0.10464398939892872,0.12002117887959707,0.18070812375320766,0.13781906497434904,0.14214260389625066,0.10793318358539528,0.14352720817783926,0.13703682311853083,0.13268963887055063,0.16145239934107614,0.18898781745385562,0.09416900693872432,0.0990179634067585,0.0,0.1007636555740874,0.09499722395160182,0.16794642919982627,0.15714955287979826,0.114533308661947,0.16538123572535657,0.19463722434059993,0.15979004724216772,0.1430139668421524,0.1202937470090003,0.16189958878334476,0.1398413292136056,0.12287560324687385,0.16794607641727455,0.17562641668004053,0.11427329346191117,0.14806885136668257,0.18257849123544923,0.1565343354002794,0.12626183928945933,0.15517549549997656,0.2226217667114565,0.0937172644183244,0.13260974572357964,0.13013829135171706,0.1532160775370054,0.13833640401131186,0.15121353877698607,0.129904427639976,0.1409052304096986,0.09846192640495222,0.1122129355795195,0.12996180089745513,0.2531792338429394,0.11237024985423227,0.10012765006569158,0.11420372944321422,0.15140003527823143
dragging URLs across browser windows.txt,0.09338809698747319,0.14898098559649697,0.1258458153267903,0.16158267279542926,0.10626024168430848,0.1756133448371766,0.13945651104800172,0.0863722420201396,0.09979758586323273,0.13895062270135095,0.08926043122573202,0.08822626430625413,0.08564527403011579,0.08078732497493812,0.055802328620635056,0.09983378256480058,0.10451217532522872,0.08865693652226236,0.0920518014167383,0.05418409689594328,0.07333451250008116,0.01953958390881394,0.07190422764753246,0.049567313040630334,0.08010790357939945,0.0954967274178875,0.10818255693112744,0.0904933278200658,0.10194050420308798,0.056604238784547234,0.033447596512351185,0.1007636555740874,0.0,0.030477852704749786,0.14775329860290642,0.13988522089149236,0.10367858197848945,0.1833444362016834,0.1642750581599285,0.15402905061725425,0.14726696777687998,0.07381323605506429,0.13176708168271145,0.10577995311869515,0.09709782803205746,0.1302344936383143,0.1344278080146527,0.10969650817131427,0.1374885609825015,0.11587281548181216,0.14356797889711548,0.11409032440084121,0.13452541689606123,0.1391784572511573,0.09322212561439713,0.12319411947433379,0.09250183851233507,0.13179286297614423,0.1357316301792455,0.13449064221848916,0.11691485989526484,0.14750321983901993,0.08927349171849053,0.08161944600138049,0.10940665185608489,0.21170660896658644,0.09060388833889543,0.09256216678041551,0.15500028690342527,0.12629563589281223
dragging URLs onto the desktop.txt,0.10807020583071913,0.14541298124865976,0.12119954317541504,0.14715069884133958,0.09567317262333042,0.16186735117084994,0.12948493182477927,0.1049729379254909,0.09576787574446477,0.1275222585044028,0.09929800900863794,0.10113337917733789,0.068443003041055,0.05477043051944708,0.06754160846719459,0.09894208692061834,0.07618105799517116,0.06761208616121828,0.07451816073153195,0.04282272939729914,0.062415069457962824,0.05119968479565273,0.0809093725949176,0.05704591169661788,0.05425088582572679,0.05920397841293312,0.0689341769439592,0.06388089589643564,0.08102857192550139,0.03046350096598993,0.057760006248186335,0.09499722395160182,0.030477852704749786,0.0,0.14809447077725169,0.12187615797619389,0.10939060056499106,0.17639958251732957,0.15944177981423657,0.1545365272332414,0.13070947995671278,0.08125987327423889,0.11453277419139352,0.11430694116445994,0.10899984890853709,0.10766204625500109,0.14675947787454946,0.0988098796702479,0.13184881311737462,0.14299976238412537,0.13782781456352589,0.11128835556493855,0.12373681985331164,0.13897707150086325,0.07275350441910933,0.1110523938672856,0.09234862811689315,0.12065635321488322,0.13001109844488268,0.13166934425656507,0.11102985760265371,0.1285156004566833,0.09408546566915965,0.09217771992058643,0.09793989600957698,0.21312507339050046,0.10172407902017744,0.09168748160548967,0.1381031893064648,0.11047657402054378
header_footer printing.txt,0.15196372264503666,0.1770217508186076,0.1626195805446885,0.16648418459638503,0.08121352639691859,0.15990132500514642,0.1888088476893709,0.14397489078022419,0.12621128398796233,0.15883061637449258,0.15721852853834817,0.15705604163993625,0.16600697471546655,0.16865319008423474,0.17141112808684655,0.1697058996987818,0.1803200513501798,0.15201034539556857,0.14695537380193746,0.15476041716715794,0.17064108966648894,0.17132727384212554,0.14719239567148368,0.14833193227530417,0.14297418809920837,0.15080259743282354,0.15913877912363106,0.17190528097766267,0.20403934225109654,0.14062800273997544,0.15139038251518777,0.16794642919982627,0.14775329860290642,0.14809447077725169,0.0,0.06072887369836211,0.13968409831404194,0.22561008650368064,0.1795048978505085,0.22056408020739193,0.08286703850811739,0.14116001440775217,0.090658023021162,0.16794813300047984,0.139056084877469,0.12934922008312344,0.16647155717017792,0.08523786321471882,0.09337648505412233,0.18189452797394212,0.12220669531631767,0.06519882004091093,0.07589417349386418,0.1548058676561722,0.07488974549150695,0.07045835561737857,0.06962302736736703,0.06722960410270762,0.06532378166915564,0.07673579668560748,0.06567453779038546,0.07866515850992628,0.12783159775861586,0.1367746725774216,0.0873072934739969,0.2586676133608824,0.13468667852671912,0.13670603164774386,0.15665544454286173,0.06857661888159716
HTML 4.0 page printing.txt,0.12082920323286206,0.12776554178995558,0.11118519517083869,0.11770300684864021,0.04342466961079505,0.13295877678666357,0.16653642864095963,0.12785081756900385,0.11693014756002706,0.16088654575971717,0.12904947657733867,0.13256296449322313,0.14199401858881977,0.13468275973136612,0.15337972326120797,0.13374390644199352,0.16103292786774648,0.11431443194062219,0.10919032716574117,0.1154716871204643,0.1338833609727239,0.1720300673062738,0.17079448673185615,0.12146366955730226,0.11926799383414455,0.120554293785612,0.12686861542392713,0.12975681944516204,0.17305755001273093,0.11514567702414957,0.14434413210724828,0.15714955287979826,0.13988522089149236,0.12187615797619389,0.06072887369836211,0.0,0.12336652285893135,0.19943466752022332,0.17919018959389987,0.2074664615023214,0.05077928099374318,0.1317237104410598,0.07320557873815847,0.15285339538244902,0.13670287505287537,0.09897948234346787,0.133490714242114,0.04496545277150299,0.07513614796725954,0.15618541533506236,0.07338994273722343,0.039004354796023044,0.03454064265088175,0.12168039419671439,0.03989172042126177,0.03371736757179422,0.03387094224032372,0.03059555012959414,0.041422061304378976,0.04793315121836983,0.05693916967469703,0.02020719416974237,0.1120165543806344,0.13391917027271982,0.054348054976789184,0.20631834164979412,0.1307926888252764,0.10766492443485054,0.129139779420543,0.013928316455035672
listing available local panels.txt,0.06225997414270534,0.10876627709015463,0.08906186252080961,0.09614079482397908,0.09176964795967779,0.160117956826058,0.11721613926952468,0.05675962418150482,0.04542189018172915,0.12188744966175602,0.045597454059762454,0.048074578484467057,0.14459198369346882,0.12551308930735328,0.15679696751598993,0.13984631840988038,0.18171762124619661,0.1331189100925877,0.09979490298109728,0.10794354465068146,0.1551836533405342,0.13463565122572396,0.15390464122785463,0.11240058074998704,0.12922694922236844,0.12640643778468563,0.1557754474490317,0.16429501238180189,0.16833859842434862,0.11032461084039824,0.10977937817230432,0.114533308661947,0.10367858197848945,0.10939060056499106,0.13968409831404194,0.12336652285893135,0.0,0.08523018822147188,0.15584581619813453,0.10687047292507024,0.10037522746236138,0.07459932808771375,0.09955662668986043,0.10615331935761374,0.05512196068130848,0.1071331063601253,0.06964819494067354,0.09557825452840729,0.1008789409173042,0.08558474201779986,0.13085254921207756,0.10393975428629243,0.10348573123199745,0.18348839970340802,0.08615552389895986,0.08174794247373307,0.0715674001976282,0.10798876385334122,0.1102532066138886,0.11539663963723545,0.10673038418291292,0.11759052735749509,0.04472939322821479,0.06039557669304885,0.09338268338944078,0.1364235216919394,0.05252395173628288,0.05077194807884966,0.07349588282826225,0.12280133053320597
listing available remote panels.txt,0.16562618860311829,0.2248512099003579,0.18701650536682934,0.17918414767494906,0.1826334860059471,0.23065696516520784,0.1856220005045125,0.14857496111755641,0.1265568000820395,0.2124559764838413,0.13295535518448542,0.14022133033472184,0.16436823797919475,0.1553178053415556,0.1865373497136994,0.24210984381635647,0.20239598824632854,0.19217459219031408,0.1640351302060037,0.1329874805600505,0.21680529080293365,0.2192939372657906,0.195056248023451,0.14672421208041508,0.15595772103770422,0.1453776139378673,0.16061907377020923,0.19294817932661934,0.22073854983679553,0.1651086117334427,0.1821727980062604,0.16538123572535657,0.1833444362016834,0.17639958251732957,0.22561008650368064,0.19943466752022332,0.08523018822147188,0.0,0.281639380682534,0.20398347134417183,0.19143494462313437,0.16880017839879802,0.20420201506054847,0.20514323397890555,0.15036887228999007,0.20664427393217788,0.18126188354820294,0.18928437203988457,0.19539613666964428,0.2051132794701891,0.2280125452849323,0.18742811938658188,0.20836189130102345,0.2480998265644272,0.1585762442767359,0.17520520074967227,0.16974477026599422,0.19978316068352187,0.20704779812761853,0.2127116552408933,0.19282093479501905,0.194384888646163,0.1275610171694488,0.15515077820242695,0.18488336467597688,0.2625384296923132,0.13549124856685457,0.13691059642047354,0.09402085310837671,0.21076636296603768
maximum width.txt,0.13026658448682849,0.1220086503197424,0.1312386970188112,0.14207917091016786,0.1668407937963583,0.2154345168423698,0.15889212903222005,0.15093776461115105,0.13279282198871423,0.06857264508417593,0.13387323915970106,0.12742835857139567,0.19870635631341738,0.20320913907355043,0.21233101776291097,0.16492381194623829,0.25412577649113344,0.18656530510990454,0.15809735179058448,0.18792449697612146,0.19901143081958184,0.1757886633492669,0.20738247217076733,0.18326558217524203,0.19743939411647005,0.19741779274357374,0.2107628913049726,0.20385403107661704,0.19476892882794816,0.17303801436966604,0.17296117251298793,0.19463722434059993,0.1642750581599285,0.15944177981423657,0.1795048978505085,0.17919018959389987,0.15584581619813453,0.281639380682534,0.0,0.171260595731895,0.1739093719763266,0.062300546944480284,0.19260932137667897,0.0992576674746658,0.13043962532753028,0.17544934829183578,0.13973337645947181,0.16164986200866538,0.1698460575277948,0.17100316208748279,0.1577584793901149,0.1460720550557708,0.14076835079413985,0.24797977774321234,0.15913688531300585,0.16201952280995313,0.15480751829622819,0.16100527086161975,0.1462764034481242,0.1552650853390215,0.1768082837815642,0.1866273674160971,0.15466659112987535,0.12131008768439333,0.17719243705365206,0.16079211889413847,0.12920560081956134,0.1408102312276951,0.20172487449928067,0.18198557936331627
mouse over panels.txt,0.09783812906438683,0.12247154838786534,0.13395335186595658,0.13796554435943476,0.13880588187753196,0.17729484599369127,0.0981371233007412,0.109460270126719,0.12536201845118222,0.18087014471811258,0.09462570920630797,0.09340275240886131,0.22689282820302714,0.16103225045050107,0.22150138567568045,0.1918783822193476,0.22811879801423252,0.20461830451557372,0.16870284242957612,0.1883411527420744,0.21412361660004842,0.18052349554815095,0.21799601513295197,0.18330696660274926,0.21357520101159266,0.20543536464411616,0.22405452979145202,0.2240295983761652,0.2339115911442371,0.17327545731696703,0.17555968324874338,0.15979004724216772,0.15402905061725425,0.1545365272332414,0.22056408020739193,0.2074664615023214,0.10687047292507024,0.20398347134417183,0.171260595731895,0.0,0.1563716046908682,0.12265587858248617,0.1517452250732929,0.11903587476996724,0.09472713512771425,0.16804958265316228,0.12162356391150808,0.14009244029940415,0.14768457897320875,0.10585573235314794,0.18774832909527628,0.16080399334451356,0.16841542432436485,0.24334689359012296,0.15423564617735763,0.16288304279548282,0.15028335814880167,0.17093893349928402,0.16310664548007536,0.1716597234411955,0.1738159077246756,0.20275025149943593,0.10092476139762663,0.10656473036486469,0.14403678139647513,0.15585239024330366,0.10685068553804666,0.10763841892341419,0.1714552461574539,0.20491063496504147
Mozillazine result page printing.txt,0.11424373899361007,0.12991502646633746,0.12960792911735441,0.12132581651815788,0.04302916447506244,0.13803945116127392,0.15069469863900187,0.12249288743405673,0.09622740848213318,0.1377559228517624,0.10824828135536912,0.11174566298475086,0.17560435080285663,0.1371447606561732,0.18635979694381355,0.14918094994175912,0.18716943337350922,0.13006481682440296,0.11851209860329337,0.14655925473431108,0.16262975698590965,0.1806533056610906,0.17523790153678376,0.1448117932815609,0.1404149621861771,0.14562433699742283,0.15627202743412816,0.16353992823668906,0.21041194347944359,0.13758569296712408,0.1621641994952966,0.1430139668421524,0.14726696777687998,0.13070947995671278,0.08286703850811739,0.05077928099374318,0.10037522746236138,0.19143494462313437,0.1739093719763266,0.1563716046908682,0.0,0.11947031023150945,0.07369361010798647,0.14577854488468578,0.11723037939996173,0.10167638424295522,0.12243961938634829,0.042301293236219895,0.05769951455973632,0.1403778641245016,0.08655698314257332,0.04507296741154432,0.052221620695178994,0.1521384626748935,0.041114314496784155,0.04090229009958324,0.034590080798834744,0.03492991655774358,0.043815277717805245,0.048588506992633396,0.05663664893129239,0.061672197387667715,0.08558423605684295,0.12180024607414874,0.047481982493597474,0.19840027649259906,0.11319352661619042,0.09832258144091932,0.11993351065158986,0.05833473099710851
non-default width.txt,0.06871506239303538,0.0967181463042801,0.09101221991926578,0.10721872214326311,0.10892766416603783,0.15916733979348685,0.09413335055739736,0.0790807348713436,0.06442839411098256,0.040475881705507755,0.0667392083854057,0.06419203419563413,0.10068509626932054,0.10639542592309337,0.11205313579054721,0.10530607422367455,0.17265322959641038,0.10967787586936739,0.08479513138517158,0.08777293871416703,0.11695403388629111,0.09169642128829658,0.12210756832113845,0.08806057500758646,0.09720307907867809,0.11015149939809155,0.13077779633719633,0.1227158428763262,0.10700688579377138,0.08482948465069817,0.07947691099795728,0.1202937470090003,0.07381323605506429,0.08125987327423889,0.14116001440775217,0.1317237104410598,0.07459932808771375,0.16880017839879802,0.062300546944480284,0.12265587858248617,0.11947031023150945,0.0,0.1235532932023562,0.06507105693638482,0.06477221969408076,0.10925724644761525,0.08935533900086168,0.1096850317742456,0.11458458101554125,0.10868263549219992,0.11872209275588064,0.10136887026887709,0.09783126288653088,0.1910848736519697,0.09232883325828822,0.10999237079843383,0.08116088132697308,0.11028109382305307,0.10566762301989174,0.1058993042285703,0.10903052669010183,0.14027653696172937,0.07699444940369427,0.05544677716606827,0.11098413221643066,0.14220476058157927,0.054647713536518205,0.07055869218254895,0.12056428032228927,0.134669441277935
offline printing.txt,0.12584160121874288,0.16616716678325782,0.14893312739735176,0.1596917774073051,0.05898812069491588,0.12221989079314177,0.14196514266732385,0.12350307374251279,0.12514229485412842,0.17336969356725584,0.12898570659438802,0.1347442296270882,0.1563961264599505,0.10454601734218405,0.1609978829118498,0.13173626553325457,0.14055742854432485,0.14550578966067407,0.1450996760278812,0.13060376649523453,0.12763113666611314,0.14560074079655283,0.17216476622480592,0.1427214721545188,0.12948030592575777,0.1303432001816931,0.15542209829498288,0.16321266808180257,0.17454244908547567,0.13063653478280746,0.15575937723283595,0.16189958878334476,0.13176708168271145,0.11453277419139352,0.090658023021162,0.07320557873815847,0.09955662668986043,0.20420201506054847,0.19260932137667897,0.1517452250732929,0.07369361010798647,0.1235532932023562,0.0,0.16461094212725513,0.13220164200966844,0.09084304644467167,0.159152958995193,0.06560618295043341,0.08907867142319514,0.15401458690374015,0.11372287781985635,0.08307491412406187,0.0858818588746082,0.13028146516373518,0.07582704566572762,0.05881859685428892,0.05447139551740732,0.0590175061141317,0.07775811916037301,0.08510947995368978,0.06464698609881803,0.08746449321519201,0.1113823562841717,0.1275533429036152,0.05191712410772653,0.2367639743320301,0.12989129606935335,0.11167747627474578,0.14746329228880928,0.07980928175134228
open-close of sidebar.txt,0.08651182035338312,0.10294904715367603,0.09121716875113006,0.1096155372394878,0.12866595454704144,0.19286136510706253,0.07955387373690281,0.10152448250721013,0.12013012645356913,0.11663249341598514,0.08096026746868645,0.0766520098438378,0.17499675506367007,0.15484781943938009,0.15591193134721015,0.16189674055545,0.20724027741321538,0.14741052060983684,0.12204693142442846,0.1263070969341047,0.1715429901762704,0.13065252573121056,0.18477641137944778,0.12898548242586927,0.16556123475601647,0.15719581467996313,0.17037140284575647,0.16915841049439762,0.1581511024593346,0.11661849208625408,0.11125936922839974,0.1398413292136056,0.10577995311869515,0.11430694116445994,0.16794813300047984,0.15285339538244902,0.10615331935761374,0.20514323397890555,0.0992576674746658,0.11903587476996724,0.14577854488468578,0.06507105693638482,0.16461094212725513,0.0,0.08913432162361956,0.14201266311359473,0.11408497094486247,0.13085629907581675,0.14849321769371182,0.12086645459134182,0.13135111744933392,0.127985819921709,0.1267348607345561,0.18440611864958134,0.12170748976418988,0.13274520885334729,0.1165368902260494,0.1513545973051178,0.13856169355454562,0.1395666314423829,0.14177036685539102,0.1453468269226238,0.10026146118069135,0.07760941833163482,0.13750171090830032,0.15462715221972312,0.07749711903484346,0.0711645390304706,0.12267147845896875,0.149762944391442
order and panel list saving.txt,0.037371048784442196,0.07571482918065553,0.07727060996770208,0.08920155290174714,0.10671677017010117,0.17526001608458586,0.0997948542882684,0.03310376392117986,0.06197932460309796,0.12106460021424681,0.029620979228896727,0.02537408969048849,0.14032971608072142,0.13786872677341921,0.1420660910840923,0.14697311207486374,0.18471477753992294,0.12378154053993362,0.09131252266980172,0.11335468814244543,0.15314914063009133,0.1293708934857244,0.13380586598068178,0.10744273383088854,0.12687600553446698,0.13594763963551715,0.15259584673571147,0.14676179842858394,0.1587983521035372,0.11558687231898213,0.11542011301494715,0.12287560324687385,0.09709782803205746,0.10899984890853709,0.139056084877469,0.13670287505287537,0.05512196068130848,0.15036887228999007,0.13043962532753028,0.09472713512771425,0.11723037939996173,0.06477221969408076,0.13220164200966844,0.08913432162361956,0.0,0.1242918471582618,0.035138949756871485,0.10649207917348613,0.09284403793343687,0.05103611053602963,0.11265928246911061,0.0935545474167736,0.10468615695404782,0.1775304089451386,0.09931871944864046,0.10380797677945197,0.08173261744947669,0.11029270296740779,0.10040054280857891,0.10014542853774655,0.10870536351591598,0.13985052533469988,0.04593233517455342,0.011444642690238704,0.11263866955521706,0.09184788937446098,0.008006050817778831,0.058202126986748204,0.11782436496986326,0.1297218091919099
page setup (Mac only).txt,0.11273414623832156,0.11753933088435398,0.14087157977538756,0.15250106369412142,0.08685522288180625,0.16600714943123396,0.1549299941384379,0.12139329738594495,0.105153013789688,0.13561788927790985,0.11368583169119117,0.11725691668577631,0.13482502909038707,0.10955444880473542,0.15373144562154817,0.13491141247518168,0.1554777577549732,0.11585093230489085,0.11494460467955059,0.11243861399520483,0.12733286172525926,0.1505101200148633,0.16101728311112096,0.12901689904116054,0.11539613892936484,0.11434953591853836,0.15310432138825292,0.14214505690526413,0.14992754207300463,0.11149087203046137,0.14407800644405966,0.16794607641727455,0.1302344936383143,0.10766204625500109,0.12934922008312344,0.09897948234346787,0.1071331063601253,0.20664427393217788,0.17544934829183578,0.16804958265316228,0.10167638424295522,0.10925724644761525,0.09084304644467167,0.14201266311359473,0.1242918471582618,0.0,0.13534748784455208,0.08987209039749877,0.11298301248647158,0.14771443265252504,0.12031126266540959,0.09448896535279672,0.09091286985595137,0.1777689777339846,0.09592859084291439,0.08727180110931365,0.06937297102573337,0.08741688843748086,0.10623319867843384,0.10593527798152425,0.09927344177898612,0.11544514312655119,0.11214921526656196,0.11559370681141068,0.08446126701870871,0.18796202120720917,0.11828502685394904,0.11346630742010899,0.13776301923507916,0.10289371772347156
panel title.txt,0.03396584512248302,0.05734927936099621,0.07150101970034162,0.09329016630208009,0.11802949880376046,0.1934038739172279,0.1427460765688109,0.05180662031551686,0.07998273508624343,0.14142317097906898,0.041175050257130974,0.04221014594945527,0.16941601707595422,0.18858937701002665,0.18489791390658616,0.1537194789263725,0.2408473289991978,0.14256663937813974,0.10161127680779336,0.14032292642115352,0.17490509723974668,0.1689615802502994,0.18302787009473886,0.14079958360913047,0.16318888885512783,0.1751832554186017,0.19644036755378425,0.173890865895185,0.1860071746771923,0.1408298516757287,0.13888617686463078,0.17562641668004053,0.1344278080146527,0.14675947787454946,0.16647155717017792,0.133490714242114,0.06964819494067354,0.18126188354820294,0.13973337645947181,0.12162356391150808,0.12243961938634829,0.08935533900086168,0.159152958995193,0.11408497094486247,0.035138949756871485,0.13534748784455208,0.0,0.11771132730050082,0.100084102858644,0.051904120909864404,0.11258230380638601,0.09980574074938942,0.09172459330333838,0.1994705267085718,0.1133004175935195,0.10100549135627912,0.08456178626431288,0.10757484548920981,0.09935793804367654,0.09604950088428488,0.13124654430187743,0.1328254917125652,0.05901920929133786,0.05068504879699476,0.12803083611064736,0.04828100273864122,0.04459332104211389,0.06827937990328159,0.1346764147853181,0.123712965800168
paragraph style printing.txt,0.0989750473445572,0.12362847550886513,0.11816088631112687,0.1209078137538857,0.003063295269314814,0.09472923956649337,0.14231169623452267,0.10098917485763825,0.08549807370139018,0.14011145425362492,0.09742150777610059,0.1000374453812708,0.14647724009301655,0.10769864150135999,0.1594460047932439,0.12448305699859874,0.1562099587505903,0.1013328772648916,0.1000007235862902,0.11396659725111358,0.14120463578201714,0.14267516948078196,0.14677808289235705,0.11591365345881344,0.12290994774878405,0.1243357855891356,0.1334741795835639,0.13771046106255658,0.18380446320363075,0.10972860579702903,0.13032035071828496,0.11427329346191117,0.10969650817131427,0.0988098796702479,0.08523786321471882,0.04496545277150299,0.09557825452840729,0.18928437203988457,0.16164986200866538,0.14009244029940415,0.042301293236219895,0.1096850317742456,0.06560618295043341,0.13085629907581675,0.10649207917348613,0.08987209039749877,0.11771132730050082,0.0,0.06314025413054547,0.12773192035770276,0.07531587343354318,0.04365256807347384,0.057750349399529055,0.14155453927179396,0.04012662578737569,0.03373983681994186,0.036527316866911574,0.03940896109599301,0.04817249885007391,0.05520527158807076,0.0598441075966446,0.05799576609131896,0.07932812614078033,0.10626469761307988,0.012700616486051808,0.18557861518408725,0.10422917353847383,0.08641706381261638,0.11862867654035147,0.0392419795725949
portrait and landscape settings.txt,0.07346677777202015,0.13260824904741475,0.13452130345493307,0.13226805405738584,0.0648362452682325,0.17180501361802536,0.1434789915392799,0.07407466966563736,0.11479713617326837,0.1430436691801329,0.07397288837699434,0.07216126086231522,0.1660443258967187,0.15568582208783188,0.16974337414666008,0.17079883793425432,0.1895660630257604,0.12444953290530969,0.11679179044784083,0.14339652151082594,0.16896096992173126,0.17252228527121138,0.14295503926062347,0.12641847333295908,0.13122364972083767,0.13577514450213912,0.16184131849203165,0.1567578517183913,0.204430943866876,0.14296463675288573,0.16465392420269165,0.14806885136668257,0.1374885609825015,0.13184881311737462,0.09337648505412233,0.07513614796725954,0.1008789409173042,0.19539613666964428,0.1698460575277948,0.14768457897320875,0.05769951455973632,0.11458458101554125,0.08907867142319514,0.14849321769371182,0.09284403793343687,0.11298301248647158,0.100084102858644,0.06314025413054547,0.0,0.08895024411123531,0.09912198341051881,0.044724487839959304,0.06167710352253908,0.14706567081177846,0.0587129271269472,0.07212327024704734,0.044699966796267865,0.04818389530493128,0.053559934232314754,0.05817191986502257,0.04476339021016218,0.09552069654865236,0.06398181032815109,0.09947375922734847,0.06663520594828631,0.17940776779238188,0.09307264071558763,0.11245086926171477,0.14972361509606957,0.08344364565464468
previewing panels before addition.txt,0.03848436974668845,0.09203426897961975,0.09695149900159095,0.12473839335475978,0.1257398235205045,0.21848024852447134,0.15022102854700903,0.038670174471061136,0.11088591201135622,0.17118353576754342,0.04050753738443724,0.03531399342288366,0.18763998351528544,0.18427858765729133,0.1745461164806179,0.1659512416338872,0.22882773413980473,0.162398598789801,0.133861680586137,0.15147827753809284,0.17303250913591994,0.14940598917864123,0.18160487100397704,0.13502661461579557,0.17287006579229536,0.1779853478491561,0.21102857948274967,0.1881453981522544,0.20059397805406398,0.15297586188406154,0.1430873678217346,0.18257849123544923,0.11587281548181216,0.14299976238412537,0.18189452797394212,0.15618541533506236,0.08558474201779986,0.2051132794701891,0.17100316208748279,0.10585573235314794,0.1403778641245016,0.10868263549219992,0.15401458690374015,0.12086645459134182,0.05103611053602963,0.14771443265252504,0.051904120909864404,0.12773192035770276,0.08895024411123531,0.0,0.12078019442212928,0.11604534247724618,0.11401685214325818,0.1816531394251103,0.1320295058548393,0.1343409183887645,0.09601002833187722,0.12539640164068544,0.12994979346308022,0.12518601014561936,0.13086347027943512,0.16811048659317895,0.06218757357253335,0.06149684070866723,0.12540752974259795,0.107325812929282,0.0625699464794528,0.09498708572011572,0.18318067234835667,0.1471500239784138
